file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
2026-02-06_blog-feedback-loop.md,80,section,6.4.5,| Section 6.4.5 (Blog Materials Location) | 2.75 | Blog tracker grouped with ...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.1082,126,29,True,match,
2026-02-06_blog-feedback-loop.md,82,section,6.2.5,The pattern was clear: the lowest scores did not come from missing sections. ...,Progressive Execution Standard (Cell-by-Cell Protocol),**Jupyter Notebook Execution Best Practice:**,0.0865,152,10,True,drift,
2026-02-06_blog-feedback-loop.md,82,appendix,C.1,The pattern was clear: the lowest scores did not come from missing sections. ...,Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.0441,152,14,True,drift,
2026-02-06_blog-materials-feedback-loop.md,33,appendix,C.1,2. **Lowest scores came from gaps between modules** - Not from missing sectio...,Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.0297,128,14,True,drift,
2026-02-06_blog-materials-feedback-loop.md,55,section,6.4.5,- DSM Section 6.4.5: Project Feedback Deliverables,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.2894,52,29,True,match,
2026-02-06_blog-materials-feedback-loop.md,56,section,6.5,- DSM Section 6.5: Gateway Review Protocol,Gateway Review Protocol,,0.2368,42,3,True,match,
2026-02-06_blog-materials-feedback-loop.md,57,section,6,"- DSM_3 Section 6: Feedback Handover (new, built during this session)",Common Patterns,,0.0000,44,2,False,insufficient,
2026-02-07_blog-materials-trainer-and-agents.md,87,section,6,7. **The plot twist**: The agents grade the trainer (Section 6 above),Common Patterns,,0.0000,48,2,False,insufficient,
2026-02-10_blog-materials-structural-metrics.md,45,section,2.2,"documents. When Section 2.2 mentions ""see Appendix B.2 for details,"" the tool...",Phase 1: Exploration,,0.0000,49,3,True,drift,
2026-02-10_blog-materials-structural-metrics.md,45,appendix,B.2,"documents. When Section 2.2 mentions ""see Appendix B.2 for details,"" the tool...",Phase 1 Deep Dive: Exploration,,0.0000,49,5,True,drift,
2026-02-10_blog-materials-structural-metrics.md,46,appendix,B.2,that Appendix B.2 actually exists and that the reference makes sense.,Phase 1 Deep Dive: Exploration,,0.0000,51,5,True,drift,
2025-11-19_v1.1.1_release_checkpoint.md,23,appendix,A,- Appendix A: Environment Setup Details (583 lines),Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.3039,68,12,True,match,
2025-11-19_v1.1.1_release_checkpoint.md,24,appendix,B,- Appendix B: Phase Deep Dives (643 lines),Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.2887,52,12,True,match,
2025-11-19_v1.1.1_release_checkpoint.md,25,appendix,C,- Appendix C: Advanced Practices Detailed (500 lines),Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2879,49,13,True,match,
2025-11-19_v1.1.1_release_checkpoint.md,26,appendix,D,- Appendix D: Domain Adaptations (374 lines),Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.1167,52,10,True,match,
2025-11-19_v1.1.1_release_checkpoint.md,27,appendix,E,- Appendix E: Quick Reference (327 lines),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1120,49,11,True,match,
2025-11-19_v1.1.1_release_checkpoint.md,31,appendix,E.11,- [x] **Appendix E.11:** File Naming Standards (~212 lines),File Naming Standards,**Convention:** `sYY_dXX_PHASE_description.extension`,0.4953,45,5,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,18,section,1.5,- Added flexible sprint duration configuration (DSM_0 Section 1.5),Project Timeline Configuration,,0.1252,48,3,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,21,appendix,D.1.4,- [x] **MOD-18: Temporal Consistency Principle** - Added to Appendix D.1.4,Temporal Consistency Principle (Critical for Seasonal Data),**Key Insight from Retail Forecasting Project:**,0.2489,56,11,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,23,appendix,B.3.3,- [x] **MOD-19: Feature Ablation Methodology** - Added to Appendix B.3.3,Feature Ablation Study Methodology,**Purpose:** Systematically validate which features improve model performance,0.2054,52,11,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,27,section,6.2.5,- [x] **MOD-01: Cell-by-Cell Execution Protocol** - Added to Section 6.2.5,Progressive Execution Standard (Cell-by-Cell Protocol),**Jupyter Notebook Execution Best Practice:**,0.2140,62,10,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,28,section,1.3.5,- [x] **MOD-03: Factual Accuracy Requirement** - Added to Section 1.3.5,Factual Accuracy - No Guessing,"**Core Principle:** Never provide information based on estimation, assumption...",0.0751,63,15,True,drift,
2025-12-13_v1.1.2_release_checkpoint.md,30,section,3.4.5,- [x] **MOD-05: Feature Dictionary Standard** - Added to Section 3.4.5,Feature Dictionary Standard,**Purpose:** Document all features (original + engineered) for reproducibilit...,0.0847,70,12,True,drift,
2025-12-13_v1.1.2_release_checkpoint.md,31,appendix,E.6,- [x] **MOD-06: Enhanced Decision Log Format** - Updated Appendix E.6,Enhanced Decision Log Format,**Each decision should include these sections:**,0.1918,70,8,True,match,
2025-12-13_v1.1.2_release_checkpoint.md,32,appendix,E.10.4,- [x] **MOD-11: Verification Script Template** - Added to Appendix E.10.4,Sprint Transition Verification Script,**Purpose:** Automated check that sprint is complete before proceeding to nex...,0.0571,63,11,True,drift,
2025-12-13_v1.1.2_release_checkpoint.md,33,appendix,D.1.5,- [x] **MOD-16: Correlation Aggregation Warning** - Added to Appendix D.1.5,Aggregation Level Impacts Correlation,**Critical Finding from Retail Forecasting Project:**,0.0829,60,9,True,drift,
2025-12-13_v1.1.2_release_checkpoint.md,34,section,2.3.6,- [x] **MOD-17: NaN Strategy Documentation** - Added to Section 2.3.6,Missing Value Strategy for Engineered Features,**Context:** Lag and rolling features naturally create NaN values at boundaries,0.0518,59,14,True,drift,
2025-12-13_v1.1.2_release_checkpoint.md,37,section,3.2.5,- [x] **MOD-02: Print Statement Standards** - Added to Section 3.2.5,Print Statement Standards,**DO Print (Informative Outputs):**,0.1141,59,7,True,match,
2025-12-14_v1.1.3_release_checkpoint.md,15,appendix,B.4.3,- [x] **MOD-20: Scale-Dependent Validation Protocol** - Added to Appendix B.4.3,Scale-Dependent Validation Protocol,**Critical Finding:** Model selection at sample scale may not hold at product...,0.8490,46,12,True,match,
2025-12-14_v1.1.3_release_checkpoint.md,21,section,4.1.5,- [x] **MOD-21: Hypothesis Testing with Rejection Protocol** - Added to Secti...,Hypothesis Testing with Rejection Protocol,"**Core Principle:** Design experiments that CAN fail, document negative resul...",0.3663,52,14,True,match,
2025-12-14_v1.1.3_release_checkpoint.md,29,appendix,E.6.1,- [x] **MOD-22: Decision Invalidation Arc Documentation** - Added to Appendix...,Decision Invalidation Arc Documentation,"**Purpose:** Track how decisions evolve over time, including when earlier dec...",0.4857,51,15,True,match,
2025-12-14_v1.1.3_release_checkpoint.md,37,appendix,A.6,- [x] **MOD-23: Environment Transition Checklist** - Added to Appendix A.6,Environment Transition Checklist,"**Purpose:** Guide for transitioning between development environments (e.g., ...",0.3678,48,13,True,match,
2026-01-20_v1.2.0_release_checkpoint.md,28,appendix,D,- [x] `DSM_1.0_Methodology_Appendices.md` - DSM 4.0 reference in Appendix D h...,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.2624,60,10,True,match,
2026-01-20_v1.2.0_release_checkpoint.md,86,appendix,D,| `DSM_1.0_Methodology_Appendices.md` | Added DSM 4.0 reference in Appendix D |,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.2274,63,10,True,match,
2026-01-20_v1.2.0_release_checkpoint.md,112,appendix,D,4. [ ] Update Appendix D with more domain adaptations if needed,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.1143,48,10,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,12,section,2.1.9,- [x] **Section 2.1.9: Business Understanding Foundation** (~70 lines),Business Understanding Foundation,**Purpose:** Establish business context before data exploration. This isn't s...,0.5540,41,22,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,18,section,2.2.2,- [x] **Section 2.2.2: Three-Layer EDA Framework** (~70 lines),Key Activities,**Data Quality Assessment:**,0.0217,52,5,True,drift,
2026-01-22_v1.3.0_release_checkpoint.md,24,section,2.2.3,- [x] **Section 2.2.3: Enhanced Deliverables** (~55 lines),Deliverables,**Required Outputs:**,0.0714,45,3,True,drift,
2026-01-22_v1.3.0_release_checkpoint.md,29,section,2.2.4,- [x] **Section 2.2.4: EDA Exit Criteria** (~45 lines),Success Criteria,**EDA Exit Criteria Checklist:**,0.3278,46,6,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,35,appendix,B.2.4,- [x] **Appendix B.2.4: EDA Techniques by Data Type** (~40 lines),EDA Techniques by Data Type,**Numeric Data:**,0.4796,53,6,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,38,appendix,B.2.5,- [x] **Appendix B.2.5: Business Understanding Integration** (~30 lines),Business Understanding Integration,**Domain Briefing Template (Before EDA):**,0.4699,51,8,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,42,appendix,B.2.6,- [x] **Appendix B.2.6: References** (~15 lines),References,**EDA Framework Foundations:**,0.2595,41,4,True,match,
2026-01-22_v1.3.0_release_checkpoint.md,124,appendix,B,3. [ ] Add more EDA examples from real projects to Appendix B,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.0681,50,12,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,31,section,2.3.7,| v1.3.9 | BACKLOG-012 | Data Leakage Prevention Checklist | Section 2.3.7 |,Data Leakage Prevention,**Context:** Data leakage occurs when information from outside the training d...,0.1397,76,21,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,32,appendix,D.2.4,"| v1.3.10 | BACKLOG-014, 016, 017 | NLP Domain Enhancement (EDA, Preprocessin...",NLP EDA Checklist,Extends Section 2.2 (Exploration) with text-specific patterns. Use alongside ...,0.1343,83,13,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,33,section,2.4.6,"| v1.3.11 | BACKLOG-018, 019 | Model Comparison + Error Analysis | Section 2....",Model Comparison Documentation,"When comparing multiple models or approaches, use this structured template to...",0.0400,89,17,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,34,section,6.4.5,| v1.3.12 | -- | Project Feedback Deliverables standard | Section 6.4.5 |,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.1101,102,29,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,35,appendix,A.7,"| v1.3.13 | BACKLOG-010, 013, 021 | Environment enhancements (Tool Selection,...",Environment Tool Selection Guide,"Choosing the right environment tool depends on project type, team experience,...",0.0821,101,22,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,37,section,14,| v1.3.15 | BACKLOG-011 | VS Code IDE Configuration | DSM 4.0 Section 14 |,Sprint Planning Template,,0.0000,92,3,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,38,section,3.5,| v1.3.16 | BACKLOG-022 | Inclusive Language guidance | Section 3.5 |,Inclusive Language,Technical writing should be welcoming to all readers. Choose examples and ter...,0.0709,81,13,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,44,section,2.5.6,| BACKLOG-023 | Blog/Communication Process | Medium | Section 2.5.6 |,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2698,67,15,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,45,section,2.5.7,| BACKLOG-024 | LinkedIn Publication Strategy | Low | Section 2.5.7 |,Publication Strategy,"When publishing on LinkedIn or similar platforms, a project blog produces thr...",0.1534,65,12,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,46,section,2.5.8,| BACKLOG-025 | Blog as Standard Deliverable | Medium | Section 2.5.8 |,Blog Post as Standard Deliverable,All finalized projects should produce a blog post as a standard communication...,0.1598,67,31,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,48,appendix,A.10,| BACKLOG-027 | External API Portability | Low | Appendix A.10 |,External API Portability,"When projects depend on external APIs for data download (Kaggle, HuggingFace,...",0.1040,78,21,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,49,section,2.4.8,| BACKLOG-028 | Human Performance Baseline | Medium | Section 2.4.8 |,Human Performance Baseline,"Before evaluating models, establish a human performance baseline to contextua...",0.1213,78,22,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,50,section,2.4.9,| BACKLOG-029 | Complexity vs Explainability | Medium | Section 2.4.9 |,Model Complexity vs Explainability,"When multiple models achieve similar performance, the choice between them sho...",0.1286,79,16,True,match,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,51,appendix,D.2.7,| BACKLOG-030 | Embedding Visualization | Medium | Appendix D.2.7 |,Embedding Visualization,"When comparing multiple text representation methods (TF-IDF, word embeddings,...",0.0667,80,25,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,52,section,2.4.10,| BACKLOG-031 | Grouped Data Splitting | Medium | Section 2.4.10 |,Grouped Data Splitting,"When samples in a dataset share a common origin entity (user, patient, device...",0.0640,79,33,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,55,section,6.4.6,| BACKLOG-034 | Documentation Audit Step | Low | Section 6.4.6 |,Documentation Audit,"Before marking a project as finalized, verify documentation completeness. Thi...",0.0987,66,14,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,56,section,2.5.9,| BACKLOG-035 | Presentation Preparation Checklist | Low | Section 2.5.9 |,Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.0000,56,16,True,drift,
2026-01-30_v1.3.17_nlp-feedback-complete_checkpoint.md,114,section,6.4,This checkpoint documents the completion of the first full feedback loop as d...,Checkpoint and Feedback Protocol,,0.3302,43,3,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,19,section,2.5.6,- BACKLOG-023: Blog/Communication Deliverable Process (Section 2.5.6),Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.3002,51,15,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,20,section,2.5.7,- BACKLOG-024: LinkedIn Publication Strategy (Section 2.5.7),Publication Strategy,"When publishing on LinkedIn or similar platforms, a project blog produces thr...",0.1579,49,12,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,21,section,2.5.8,- BACKLOG-025: Blog Post as Standard Deliverable (Section 2.5.8),Blog Post as Standard Deliverable,All finalized projects should produce a blog post as a standard communication...,0.2402,47,31,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,23,appendix,A.10,- BACKLOG-027: External API Portability (Appendix A.10),External API Portability,"When projects depend on external APIs for data download (Kaggle, HuggingFace,...",0.1133,52,21,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,24,section,2.4.8,- BACKLOG-028: Human Performance Baseline Protocol (Section 2.4.8),Human Performance Baseline,"Before evaluating models, establish a human performance baseline to contextua...",0.1428,54,22,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,25,section,2.4.9,- BACKLOG-029: Model Complexity vs Explainability (Section 2.4.9),Model Complexity vs Explainability,"When multiple models achieve similar performance, the choice between them sho...",0.1537,53,16,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,26,appendix,D.2.7,- BACKLOG-030: Embedding Visualization Standard (Appendix D.2.7),Embedding Visualization,"When comparing multiple text representation methods (TF-IDF, word embeddings,...",0.0732,53,25,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,27,section,2.4.10,- BACKLOG-031: Grouped Data Splitting / GroupKFold (Section 2.4.10),Grouped Data Splitting,"When samples in a dataset share a common origin entity (user, patient, device...",0.0908,53,33,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,30,section,6.4.6,- BACKLOG-034: Documentation Audit Step (Section 6.4.6),Documentation Audit,"Before marking a project as finalized, verify documentation completeness. Thi...",0.1034,43,14,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,31,section,2.5.9,- BACKLOG-035: Presentation Preparation Checklist (Section 2.5.9),Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.0097,42,16,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,73,section,2,- Added Section 2 to DSM 4.0,Making Changes,**Fork and Clone:**,0.0000,42,4,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,114,section,2,"- `DSM_4.0_Software_Engineering_Adaptation_v1.0.md` - Added Section 2, renumb...",Making Changes,**Fork and Clone:**,0.0000,45,4,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,154,section,2,- Section 2: Project Structure Patterns (newly documented),Making Changes,**Fork and Clone:**,0.0000,43,4,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,155,section,4,- Section 4: Development Protocol (App Development Protocol),Commit Guidelines,**Commit Message Format:**,0.0000,42,5,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,156,section,4.4,- Section 4.4: Tests vs Capability Experiments,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.1799,49,15,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,157,section,2.5.8,- Section 2.5.8: Blog as Standard Deliverable,Blog Post as Standard Deliverable,All finalized projects should produce a blog post as a standard communication...,0.1221,54,31,True,match,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,165,section,2.5.6,5. **Blog as deliverable works** - The preparation structure (Section 2.5.6) ...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0891,71,15,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,182,section,2,- **First post-pattern-documentation project** - Testing the newly formalized...,Making Changes,**Fork and Clone:**,0.0000,62,4,True,drift,
2026-01-30_v1.3.18_graph-explorer-ready_checkpoint.md,184,section,2.5.6,- **Blog deliverable test** - Following the Section 2.5.6-2.5.8 process end-t...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2228,46,15,True,match,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,17,section,2.2,"- **Methodology Sections Used:** DSM_0 (Setup), Section 2.2-2.4, Appendix D.2...",Phase 1: Exploration,,0.0000,57,3,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,17,appendix,D.2,"- **Methodology Sections Used:** DSM_0 (Setup), Section 2.2-2.4, Appendix D.2...",NLP Projects,,0.0000,57,2,False,insufficient,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,33,section,2.3,| BACKLOG-012 | Data Leakage Prevention Checklist | Section 2.3 |,Phase 2: Feature Engineering,,0.0000,38,4,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,38,appendix,A,| BACKLOG-010 | Generic Environment Setup Strategy | DSM_0 / Appendix A |,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.0452,56,12,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,39,appendix,D.2,| BACKLOG-014 | NLP Benchmark Expectations | Appendix D.2 |,NLP Projects,,0.0000,60,2,False,insufficient,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,40,appendix,D.2,| BACKLOG-016 | NLP-Specific EDA Patterns | Appendix D.2 |,NLP Projects,,0.0000,61,2,False,insufficient,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,41,appendix,D.2,| BACKLOG-017 | NLP Preprocessing Checklist | Appendix D.2 |,NLP Projects,,0.0000,65,2,False,insufficient,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,42,section,2.4,| BACKLOG-018 | Model Comparison Template | Section 2.4 |,Phase 3: Analysis,,0.0799,61,3,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,43,section,2.4,| BACKLOG-019 | Error Analysis Template | Section 2.4 |,Phase 3: Analysis,,0.0951,52,3,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,49,appendix,A,| BACKLOG-013 | Model/Data Cleanup Guidance | Appendix A |,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.0000,62,12,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,51,appendix,B,| BACKLOG-020 | Notebook Portability Checklist (Colab) | PM Guidelines / Appe...,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.0650,72,12,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,52,appendix,A,| BACKLOG-021 | WSL & Cross-Platform Notes | Appendix A |,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.0294,72,12,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,53,section,3,| BACKLOG-022 | Inclusive Language Guidance | Section 3 / PM Guidelines |,Standards to Follow,**Documentation Style:**,0.0000,71,4,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,57,section,3.4,- [x] BACKLOG-008: Tests vs Capability Experiments (DSM 4.0 Section 3.4),Directory Structure,,0.0000,64,2,False,insufficient,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,58,appendix,C.1.6,- [x] BACKLOG-009: Experiment Artifact Organization (Appendix C.1.6),Experiment Artifact Organization,**When to Use:** Any project conducting capability experiments (C.1.3) that n...,0.2442,62,18,True,match,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,74,section,2.4,"4. Consider grouping Section 2.4 items (018, 019) as a single release",Phase 3: Analysis,,0.0000,71,3,True,drift,
2026-01-30_v1.3.8_nlp-feedback_checkpoint.md,78,section,6.4,This is the first feedback loop completing the cycle defined in Section 6.4 (...,Checkpoint and Feedback Protocol,,0.2388,54,3,True,match,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,60,section,2.5.6,- `docs/dsm-feedback-blog.md` - Evaluate blog process (Section 2.5.6-2.5.8),Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1166,33,15,True,match,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,176,section,3,"- Section 3: Development Protocol (incremental, TDD)",Standards to Follow,**Documentation Style:**,0.1006,35,4,True,match,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,177,section,4.4,- Section 4.4: Tests vs Capability Experiments,Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.2018,32,15,True,match,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,178,section,2.5.6,- Section 2.5.6: Blog journal capture during implementation,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0483,33,15,True,drift,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,189,section,2,1. **DSM 4.0 Section 2 (Project Structure Patterns) works well** - In-repo `d...,Making Changes,**Fork and Clone:**,0.0000,72,4,True,drift,
2026-01-31_v1.3.18_graph-explorer-phase0-complete_checkpoint.md,190,section,2.5.6,2. **Blog materials preparation upfront prevents technical debt** - Section 2...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1529,78,15,True,match,
2026-02-01_v1.3.19_cross-project-governance_checkpoint.md,23,section,6.4.5,| 041 | Consolidate Validation/Feedback | Medium | Cross-validated | Section ...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.0764,92,29,True,drift,
2026-02-01_v1.3.19_cross-project-governance_checkpoint.md,28,section,6.5,| 046 | Gateway Review Protocol | High | Research | Section 6.5 (new) |,Gateway Review Protocol,,0.2346,75,3,True,match,
2026-02-01_v1.3.19_cross-project-governance_checkpoint.md,35,section,6.4.5,- `DSM_1.0_Data_Science_Collaboration_Methodology_v1.1.md` -- Section 6.4.5 u...,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.0913,42,29,True,drift,
2026-02-01_v1.3.19_cross-project-governance_checkpoint.md,35,section,6.5,- `DSM_1.0_Data_Science_Collaboration_Methodology_v1.1.md` -- Section 6.4.5 u...,Gateway Review Protocol,,0.0000,42,3,True,drift,
2026-02-04_graph-explorer-epoch1-integration_checkpoint.md,110,section,2,| DSM 4.0 Section 2 (Project Structure) | 3.3 | docs/ folder structure unclea...,Making Changes,**Fork and Clone:**,0.0000,63,4,True,drift,
2026-02-04_graph-explorer-epoch1-integration_checkpoint.md,111,section,3,| DSM 4.0 Section 3 (Development Protocol) | 3.5 | Missing pre-generation bri...,Standards to Follow,**Documentation Style:**,0.0000,69,4,True,drift,
2026-02-04_graph-explorer-epoch1-integration_checkpoint.md,112,section,2.5.6,| Section 2.5.6 (Blog Process) | 5.0 | None — worked excellently |,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0933,71,15,True,drift,
2026-02-04_graph-explorer-epoch1-integration_checkpoint.md,113,section,6.4,| Section 6.4 (Checkpoint Protocol) | 4.5 | Missing sprint boundary checklist |,Checkpoint and Feedback Protocol,,0.1930,71,3,True,match,
2026-02-04_graph-explorer-epoch1-integration_checkpoint.md,114,section,6.5,| Section 6.5 (Gateway Reviews) | 5.0 | None — format effective |,Gateway Review Protocol,,0.2189,62,3,True,match,
2026-02-04_wsl-migration-context_checkpoint.md,123,section,6.5,- Gateway Review Protocol (Section 6.5) governs bidirectional flow,Gateway Review Protocol,,0.2983,34,3,True,match,
2026-02-05_backlog-sprint-and-ecosystem-expansion_checkpoint.md,62,section,4.4.1,- Added Section 4.4.1 Fixture Validation Principle to DSM 4.0,Fixture Validation Principle,"Before writing tests against synthetic fixtures, verify the fixture format ma...",0.2109,38,31,True,match,
2026-02-05_backlog-sprint-and-ecosystem-expansion_checkpoint.md,63,appendix,C.1.3,- Added Sprint 1 timing guidance to Appendix C.1.3,Capability Experiment Template,"**When to Use:** Testing system behaviors, edge cases, or capabilities where ...",0.2275,42,37,True,match,
2026-02-05_backlog-sprint-and-ecosystem-expansion_checkpoint.md,67,section,6.5.6,- Added Section 6.5.6 to main methodology,DSM as Central Project Hub,DSM Central serves a dual role in the ecosystem:,0.1364,43,10,True,match,
2026-02-06_ironcalc-setup-and-research_checkpoint.md,58,section,6.3,- DSM_3 Section 6.3: External Contribution Governance,Troubleshooting,,0.0000,39,1,False,insufficient,
2026-02-06_v1.3.20_backlog-improvements-and-repo-organization_checkpoint.md,16,section,4.4.1,| BACKLOG-049 | Fixture Validation (prev session) | Section 4.4.1 in DSM_4.0 |,Fixture Validation Principle,"Before writing tests against synthetic fixtures, verify the fixture format ma...",0.0705,62,31,True,drift,
2026-02-06_v1.3.20_backlog-improvements-and-repo-organization_checkpoint.md,17,section,6.5.6,| BACKLOG-053 | Central Project Hub (prev session) | Section 6.5.6 in DSM_1.0 |,DSM as Central Project Hub,DSM Central serves a dual role in the ecosystem:,0.1007,62,10,True,match,
